design,sku,name,primary_category,additional_category_1,additional_category_2,additional_category_3,all_categories,customizable,assignment_notes
1538,MB1-1538,tree of life 27,home decor and inspirational,,,,home decor and inspirational,No,
1539,MB1-1539,tree of life 28,home decor and inspirational,,,,home decor and inspirational,No,
1540,MB1-1540,tree of life 29,home decor and inspirational,,,,home decor and inspirational,No,
1541,MB1-1541,tree of life 3,home decor and inspirational,,,,home decor and inspirational,No,
1542,MB1-1542,tree of life 30,home decor and inspirational,,,,home decor and inspirational,No,
1543,MB1-1543,tree of life 31,home decor and inspirational,,,,home decor and inspirational,No,
1544,MB1-1544,tree of life 32,home decor and inspirational,,,,home decor and inspirational,No,
1545,MB1-1545,tree of life 33,home decor and inspirational,,,,home decor and inspirational,No,
1547,MB1-1547,tree of life 35,home decor and inspirational,,,,home decor and inspirational,No,
1548,MB1-1548,tree of life 36,home decor and inspirational,,,,home decor and inspirational,No,
1549,MB1-1549,tree of life 37,home decor and inspirational,,,,home decor and inspirational,No,
1550,MB1-1550,tree of life 38,home decor and inspirational,,,,home decor and inspirational,No,
1551,MB1-1551,tree of life 39,home decor and inspirational,,,,home decor and inspirational,No,
1552,MB1-1552,tree of life 4,home decor and inspirational,,,,home decor and inspirational,No,
1553,MB1-1553,tree of life 40,home decor and inspirational,,,,home decor and inspirational,No,
1554,MB1-1554,tree of life 41,home decor and inspirational,,,,home decor and inspirational,No,
1555,MB1-1555,tree of life 42,home decor and inspirational,,,,home decor and inspirational,No,
1556,MB1-1556,tree of life 43,home decor and inspirational,,,,home decor and inspirational,No,
1557,MB1-1557,tree of life 44,home decor and inspirational,,,,home decor and inspirational,No,
1558,MB1-1558,tree of life 45,home decor and inspirational,,,,home decor and inspirational,No,
1559,MB1-1559,tree of life 46,home decor and inspirational,,,,home decor and inspirational,No,
1560,MB1-1560,tree of life 47,home decor and inspirational,,,,home decor and inspirational,No,
1561,MB1-1561,tree of life 48,home decor and inspirational,,,,home decor and inspirational,No,
1562,MB1-1562,tree of life 5,home decor and inspirational,,,,home decor and inspirational,No,
1563,MB1-1563,tree of life 50,home decor and inspirational,,,,home decor and inspirational,No,
1564,MB1-1564,tree of life 51,home decor and inspirational,,,,home decor and inspirational,No,
1565,MB1-1565,tree of life 52,home decor and inspirational,,,,home decor and inspirational,No,
1566,MB1-1566,tree of life 53,home decor and inspirational,,,,home decor and inspirational,No,
1567,MB1-1567,tree of life 54,home decor and inspirational,,,,home decor and inspirational,No,
1568,MB1-1568,tree of life 55,home decor and inspirational,,,,home decor and inspirational,No,
1569,MB1-1569,tree of life 56,home decor and inspirational,,,,home decor and inspirational,No,
1570,MB1-1570,tree of life 6,home decor and inspirational,,,,home decor and inspirational,No,
1571,MB1-1571,tree of life 7,home decor and inspirational,,,,home decor and inspirational,No,
1572,MB1-1572,tree of life 8,home decor and inspirational,,,,home decor and inspirational,No,
1573,MB1-1573,tree of life 9,home decor and inspirational,,,,home decor and inspirational,No,
1574,MB1-1574,tree stake bigfoot,home decor and inspirational,,,,home decor and inspirational,No,
1575,MB1-1575,tree stake bird family,family & name,home decor and inspirational,wildlife and outdoors,,family & name; home decor and inspirational; wildlife and outdoors,Yes,Home Décor & Inspirational: family/name sign home décor crossover | Wildlife & Outdoors: wildlife/outdoor theme
1576,MB1-1576,tree stake bird mom family,family & name,home decor and inspirational,wildlife and outdoors,,family & name; home decor and inspirational; wildlife and outdoors,Yes,Home Décor & Inspirational: family/name sign home décor crossover | Wildlife & Outdoors: wildlife/outdoor theme
1577,MB1-1577,tree stake butterfly,wildlife and outdoors,,,,wildlife and outdoors,No,
1578,MB1-1578,tree stake cardinal,home decor and inspirational,,,,home decor and inspirational,No,
1579,MB1-1579,tree stake dragon ,wildlife and outdoors,,,,wildlife and outdoors,No,
1580,MB1-1580,tree stake eagle flag,seasonal and holiday,wildlife and outdoors,,,seasonal and holiday; wildlife and outdoors,No,Wildlife & Outdoors: wildlife/outdoor theme
1581,MB1-1581,tree stake eagle,wildlife and outdoors,,,,wildlife and outdoors,No,
1582,MB1-1582,tree stake fairy,home decor and inspirational,,,,home decor and inspirational,No,
1583,MB1-1583,tree stake flag humming bird,seasonal and holiday,wildlife and outdoors,,,seasonal and holiday; wildlife and outdoors,No,Wildlife & Outdoors: wildlife/outdoor theme
1584,MB1-1584,tree stake flag lemer,seasonal and holiday,,,,seasonal and holiday,No,
1585,MB1-1585,tree stake flag,seasonal and holiday,,,,seasonal and holiday,No,
1586,MB1-1586,tree stake gnomes family,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
1587,MB1-1587,tree stake gnomes love,home decor and inspirational,,,,home decor and inspirational,No,
1588,MB1-1588,tree stake little bird,home decor and inspirational,wildlife and outdoors,,,home decor and inspirational; wildlife and outdoors,No,Wildlife & Outdoors: wildlife/outdoor theme
1589,MB1-1589,tree stake love birds,home decor and inspirational,wildlife and outdoors,,,home decor and inspirational; wildlife and outdoors,No,Wildlife & Outdoors: wildlife/outdoor theme
1590,MB1-1590,tree stake owl,wildlife and outdoors,,,,wildlife and outdoors,No,
1591,MB1-1591,tree stake quail,home decor and inspirational,,,,home decor and inspirational,No,
1592,MB1-1592,tree stake racoon,home decor and inspirational,,,,home decor and inspirational,No,
1593,MB1-1593,tree stake raven,home decor and inspirational,,,,home decor and inspirational,No,
1594,MB1-1594,tree stake skunk,home decor and inspirational,,,,home decor and inspirational,No,
1595,MB1-1595,tree stake squirrel,home decor and inspirational,,,,home decor and inspirational,No,
1596,MB1-1596,2nd security 1789,address and property,,,,address and property,No,
1597,MB1-1597,AR-15 911,address and property,,,,address and property,No,
1598,MB1-1598,Wife Warning Sign,address and property,,,,address and property,No,
1601,MB1-1601,fuck around and find out,home decor and inspirational,,,,home decor and inspirational,No,
1602,MB1-1602,funny trespassing sign,address and property,,,,address and property,No,
1603,MB1-1603,just the tip i promise,home decor and inspirational,,,,home decor and inspirational,No,
1604,MB1-1604,kill yourself before i catch you,home decor and inspirational,,,,home decor and inspirational,No,
1605,MB1-1605,no trespassing,address and property,,,,address and property,No,
1606,MB1-1606,protected by second amendment,address and property,,,,address and property,No,
1607,MB1-1607,protected by the lord 2,home decor and inspirational,,,,home decor and inspirational,No,
1609,MB1-1609,think twice ,home decor and inspirational,,,,home decor and inspirational,No,
1610,MB1-1610,warning alarm,address and property,,,,address and property,No,
1611,MB1-1611,we do not dial 911 flag,seasonal and holiday,,,,seasonal and holiday,No,
1612,MB1-1612,you are in range,address and property,,,,address and property,No,
1613,MB1-1613,you are now in range,address and property,,,,address and property,No,
1614,MB1-1614,Truck 001,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1615,MB1-1615,Truck 002 ,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1616,MB1-1616,Truck 003,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1617,MB1-1617,Truck 004 ,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1618,MB1-1618,Truck 005,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1619,MB1-1619,Truck 006,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1620,MB1-1620,Truck 007,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1621,MB1-1621,Truck 008,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1622,MB1-1622,Truck 009,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1623,MB1-1623,Truck 010,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1624,MB1-1624,Truck 011,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1625,MB1-1625,Truck 012,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1626,MB1-1626,Truck 013,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1627,MB1-1627,Truck 014 ,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1628,MB1-1628,Truck 015,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1629,MB1-1629,Truck 016,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1630,MB1-1630,Truck 017,home decor and inspirational,garage and workshop,,,home decor and inspirational; garage and workshop,No,Garage & Workshop: garage/workshop theme
1631,MB1-1631,viking 1,sports and hobbies,,,,sports and hobbies,No,
1632,MB1-1632,viking 2,sports and hobbies,,,,sports and hobbies,No,
1633,MB1-1633,viking 3,sports and hobbies,,,,sports and hobbies,No,
1643,MB1-1643,welcome to the farm,farm and western,,,,farm and western,Yes,
1652,MB1-1652,axe monogram 1,sports and hobbies,family & name,,,sports and hobbies; family & name,Yes,Family & Name: monogram/name theme
1653,MB1-1653,axe monogram 10,sports and hobbies,family & name,,,sports and hobbies; family & name,Yes,Family & Name: monogram/name theme
1654,MB1-1654,axe monogram 2,sports and hobbies,family & name,,,sports and hobbies; family & name,Yes,Family & Name: monogram/name theme
1655,MB1-1655,axe monogram 3,sports and hobbies,family & name,,,sports and hobbies; family & name,Yes,Family & Name: monogram/name theme
1656,MB1-1656,axe monogram 4,sports and hobbies,family & name,,,sports and hobbies; family & name,Yes,Family & Name: monogram/name theme
1657,MB1-1657,axe monogram 5,sports and hobbies,family & name,,,sports and hobbies; family & name,Yes,Family & Name: monogram/name theme
1658,MB1-1658,axe monogram 6,sports and hobbies,family & name,,,sports and hobbies; family & name,Yes,Family & Name: monogram/name theme
1659,MB1-1659,axe monogram 7,sports and hobbies,family & name,,,sports and hobbies; family & name,Yes,Family & Name: monogram/name theme
1660,MB1-1660,axe monogram 8,sports and hobbies,family & name,,,sports and hobbies; family & name,Yes,Family & Name: monogram/name theme
1661,MB1-1661,axe monogram 9,sports and hobbies,family & name,,,sports and hobbies; family & name,Yes,Family & Name: monogram/name theme
1662,MB1-1662,Christmas Wreath,seasonal and holiday,,,,seasonal and holiday,No,
1663,MB1-1663,merry christmas monogram fancy metal,seasonal and holiday,family & name,,,seasonal and holiday; family & name,Yes,Family & Name: monogram/name theme; personalized seasonal crossover
1664,MB1-1664,merry christmas tree,seasonal and holiday,,,,seasonal and holiday,No,
